college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
five-branches-university_CA_36.964_-121.998,Five Branches University,36.964348,-121.998245,CA,Online / For-Profit,Private For-profit,,,,www.fivebranches.edu
franciscan-school-of-theology_CA_32.771_-117.192,Franciscan School of Theology,32.770816,-117.192073,CA,Public Regional Universities,Private Nonprofit,,,,www.fst.edu
fresno-city-college_CA_36.768_-119.796,Fresno City College,36.768164,-119.796096,CA,Community Colleges,Public,,"18,774","$1,334.00",www.fresnocitycollege.edu
fresno-pacific-university_CA_36.727_-119.735,Fresno Pacific University,36.726831,-119.735199,CA,Elite Private Universities,Private Nonprofit,57.5%,"1,614","$35,558.00",www.fresno.edu
fuller-theological-seminary_CA_34.148_-118.140,Fuller Theological Seminary,34.14778,-118.140261,CA,Faith-Based,Private Nonprofit,,,,www.fuller.edu
fullerton-college_CA_33.876_-117.918,Fullerton College,33.875514,-117.918255,CA,Community Colleges,Public,,"16,637","$1,150.00",www.fullcoll.edu
gavilan-college_CA_36.973_-121.570,Gavilan College,36.972627,-121.569842,CA,Community Colleges,Public,,"4,410","$1,506.00",www.gavilan.edu
glendale-community-college_CA_34.167_-118.228,Glendale Community College,34.16745,-118.227666,CA,Community Colleges,Public,,"9,807","$1,181.00",www.glendale.edu
glendale-career-college_CA_34.150_-118.255,Glendale Career College,34.149771,-118.254719,CA,Online / For-Profit,Private For-profit,,854,,www.success.edu
golden-gate-university_CA_37.789_-122.399,Golden Gate University,37.789374,-122.398969,CA,Elite Private Universities,Private Nonprofit,,550,"$31,243.00",www.ggu.edu
golden-west-college_CA_33.733_-118.003,Golden West College,33.732531,-118.002568,CA,Community Colleges,Public,,"8,919","$1,196.00",www.goldenwestcollege.edu
graduate-theological-union_CA_37.876_-122.262,Graduate Theological Union,37.87554,-122.261847,CA,Faith-Based,Private Nonprofit,,,,www.gtu.edu
grossmont-college_CA_32.815_-117.006,Grossmont College,32.815246,-117.006277,CA,Community Colleges,Public,,"11,467","$1,332.00",www.grossmont.edu
hartnell-college_CA_36.675_-121.666,Hartnell College,36.675091,-121.666054,CA,Community Colleges,Public,,"7,153","$1,404.00",www.hartnell.edu
harvey-mudd-college_CA_34.107_-117.710,Harvey Mudd College,34.106515,-117.709837,CA,Private Liberal Arts Colleges,Private Nonprofit,13.1%,915,"$66,255.00",www.hmc.edu
pacifica-graduate-institute_CA_34.421_-119.580,Pacifica Graduate Institute,34.420881,-119.580414,CA,Online / For-Profit,Private For-profit,,,,www.pacifica.edu
california-state-polytechnic-university-humboldt_CA_40.877_-124.078,California State Polytechnic University-Humboldt,40.877481,-124.078293,CA,STEM / Technology Institutes,Public,98.8%,"5,491","$7,913.00",www.humboldt.edu
humphreys-university-stockton-and-modesto-campuses_CA_38.011_-121.317,Humphreys University-Stockton and Modesto Campuses,38.011489,-121.316918,CA,Elite Private Universities,Private Nonprofit,,178,"$14,760.00",www.humphreys.edu
imperial-valley-college_CA_32.827_-115.504,Imperial Valley College,32.827209,-115.503563,CA,Community Colleges,Public,,"6,881","$1,126.00",www.imperial.edu
interior-designers-institute_CA_33.641_-117.866,Interior Designers Institute,33.641393,-117.865722,CA,Online / For-Profit,Private For-profit,,107,"$20,250.00",www.idi.edu
irvine-valley-college_CA_33.675_-117.778,Irvine Valley College,33.675381,-117.777539,CA,Community Colleges,Public,,"9,577","$1,156.00",www.ivc.edu
life-pacific-university_CA_34.099_-117.829,Life Pacific University,34.098705,-117.829388,CA,Elite Private Universities,Private Nonprofit,94.0%,393,"$20,462.00",lifepacific.edu
university-of-la-verne_CA_34.101_-117.773,University of La Verne,34.100855,-117.773262,CA,Elite Private Universities,Private Nonprofit,48.5%,"3,341","$47,000.00",www.laverne.edu
laguna-college-of-art-and-design_CA_33.561_-117.773,Laguna College of Art and Design,33.561448,-117.772564,CA,Business / Arts / Specialty Schools,Private Nonprofit,77.6%,776,"$35,650.00",www.lcad.edu
lake-tahoe-community-college_CA_38.927_-119.973,Lake Tahoe Community College,38.926797,-119.972574,CA,Community Colleges,Public,,"2,909","$1,131.00",www.ltcc.edu
laney-college_CA_37.797_-122.263,Laney College,37.797257,-122.26283,CA,Community Colleges,Public,,"7,158","$1,148.00",laney.edu
lassen-community-college_CA_40.432_-120.633,Lassen Community College,40.432053,-120.633271,CA,Community Colleges,Public,,"1,564","$1,144.00",www.lassencollege.edu
latin-american-bible-institute_CA_34.031_-117.990,Latin American Bible Institute,34.030992,-117.989601,CA,Faith-Based,Private Nonprofit,68.2%,78,"$12,320.00",labi.edu
life-chiropractic-college-west_CA_37.638_-122.118,Life Chiropractic College West,37.638099,-122.117619,CA,Health & Medical Colleges,Private Nonprofit,,,,www.lifewest.edu
lincoln-university_CA_37.805_-122.270,Lincoln University,37.804788,-122.269745,CA,Elite Private Universities,Private Nonprofit,,223,"$11,420.00",lincolnuca.edu
southern-california-seminary_CA_32.800_-116.905,Southern California Seminary,32.799614,-116.905461,CA,Faith-Based,Private Nonprofit,,30,"$18,720.00",www.socalsem.edu
la-sierra-university_CA_33.911_-117.500,La Sierra University,33.910704,-117.500054,CA,Elite Private Universities,Private Nonprofit,93.3%,"1,155","$35,910.00",lasierra.edu
loma-linda-university_CA_34.051_-117.261,Loma Linda University,34.051241,-117.260605,CA,Elite Private Universities,Private Nonprofit,,867,,www.llu.edu/index.html
los-angeles-harbor-college_CA_33.786_-118.284,Los Angeles Harbor College,33.785825,-118.283549,CA,Community Colleges,Public,,"6,496","$1,238.00",www.lahc.edu
los-angeles-pierce-college_CA_34.184_-118.575,Los Angeles Pierce College,34.183949,-118.575071,CA,Community Colleges,Public,,"13,029","$1,238.00",www.lapc.edu
los-angeles-southwest-college_CA_33.930_-118.305,Los Angeles Southwest College,33.929586,-118.304674,CA,Community Colleges,Public,,"3,793","$1,238.00",www.lasc.edu
los-angeles-valley-college_CA_34.175_-118.422,Los Angeles Valley College,34.175165,-118.421734,CA,Community Colleges,Public,,"12,470","$1,238.00",www.lavc.edu
the-master-s-university-and-seminary_CA_34.382_-118.518,The Master's University and Seminary,34.381755,-118.518193,CA,Faith-Based,Private Nonprofit,75.9%,"1,606","$36,930.00",www.masters.edu
los-angeles-city-college_CA_34.087_-118.292,Los Angeles City College,34.087301,-118.292169,CA,Community Colleges,Public,,"10,857","$1,238.00",www.lacitycollege.edu
los-angeles-county-college-of-nursing-and-allied-health_CA_34.063_-118.212,Los Angeles County College of Nursing and Allied Health,34.062647,-118.211852,CA,Community Colleges,Public,,220,,dhs.lacounty.gov/college-of-nursing-and-allied-health
los-angeles-mission-college_CA_34.315_-118.419,Los Angeles Mission College,34.314668,-118.4195,CA,Community Colleges,Public,,"8,031","$1,238.00",www.lamission.edu
los-medanos-college_CA_38.006_-121.861,Los Medanos College,38.006474,-121.860967,CA,Community Colleges,Public,,"7,100","$1,312.00",www.losmedanos.edu
loyola-marymount-university_CA_33.971_-118.416,Loyola Marymount University,33.97085,-118.415744,CA,Elite Private Universities,Private Nonprofit,40.3%,"7,171","$58,974.00",www.lmu.edu
college-of-marin_CA_37.952_-122.549,College of Marin,37.951918,-122.548758,CA,Community Colleges,Public,,"3,928","$1,558.00",www.marin.edu
mendocino-college_CA_39.189_-123.229,Mendocino College,39.188989,-123.228809,CA,Community Colleges,Public,,"2,857","$1,423.00",www.mendocino.edu
menlo-college_CA_37.453_-122.191,Menlo College,37.453475,-122.190797,CA,Private Liberal Arts Colleges,Private Nonprofit,67.8%,811,"$51,070.00",www.menlo.edu
merced-college_CA_37.335_-120.476,Merced College,37.3353,-120.476464,CA,Community Colleges,Public,,"9,677","$1,194.00",www.mccd.edu
merritt-college_CA_37.789_-122.167,Merritt College,37.789088,-122.167335,CA,Community Colleges,Public,,"5,153","$1,167.00",www.merritt.edu
northeastern-university-oakland_CA_37.781_-122.182,Northeastern University Oakland,37.781425,-122.182294,CA,Elite Private Universities,Private Nonprofit,16.5%,542,"$63,949.00",oakland.northeastern.edu
mission-college_CA_37.392_-121.981,Mission College,37.391935,-121.980783,CA,Community Colleges,Public,,"5,557","$1,438.00",www.missioncollege.edu
modesto-junior-college_CA_37.651_-121.010,Modesto Junior College,37.651056,-121.009792,CA,Community Colleges,Public,,"14,714","$1,270.00",www.mjc.edu
middlebury-institute-of-international-studies-at-monterey_CA_36.600_-121.897,Middlebury Institute of International Studies at Monterey,36.599736,-121.897325,CA,Public Regional Universities,Private Nonprofit,,8,,www.middlebury.edu/institute
monterey-peninsula-college_CA_36.591_-121.885,Monterey Peninsula College,36.590558,-121.884931,CA,Community Colleges,Public,,"5,759","$1,188.00",www.mpc.edu
moorpark-college_CA_34.301_-118.835,Moorpark College,34.301146,-118.834528,CA,Community Colleges,Public,,"12,011","$1,416.00",www.moorparkcollege.edu/index.shtml
mt-san-antonio-college_CA_34.048_-117.847,Mt San Antonio College,34.047764,-117.846629,CA,Community Colleges,Public,,"25,311","$1,364.00",www.mtsac.edu
mount-saint-mary-s-university_CA_34.085_-118.483,Mount Saint Mary's University,34.085315,-118.482879,CA,Elite Private Universities,Private Nonprofit,68.7%,"1,746","$48,132.00",www.msmu.edu
mt-san-jacinto-community-college-district_CA_33.807_-116.971,Mt San Jacinto Community College District,33.806748,-116.971169,CA,Community Colleges,Public,,"14,859","$1,406.00",www.msjc.edu
napa-valley-college_CA_38.274_-122.274,Napa Valley College,38.274081,-122.274381,CA,Community Colleges,Public,,"3,205","$1,156.00",www.napavalley.edu
national-university_CA_32.829_-117.127,National University,32.829299,-117.127296,CA,Elite Private Universities,Private Nonprofit,,"9,725","$13,320.00",www.nu.edu
naval-postgraduate-school_CA_36.597_-121.874,Naval Postgraduate School,36.597159,-121.874248,CA,Public Regional Universities,Public,,,,www.nps.edu
newschool-of-architecture-and-design_CA_32.713_-117.153,Newschool of Architecture and Design,32.71331,-117.153305,CA,Online / For-Profit,Private For-profit,100.0%,212,"$30,291.00",www.newschoolarch.edu
san-francisco-bay-university_CA_37.485_-121.928,San Francisco Bay University,37.485056,-121.927899,CA,Elite Private Universities,Private Nonprofit,69.4%,62,"$8,775.00",www.sfbu.edu
notre-dame-de-namur-university_CA_37.517_-122.285,Notre Dame de Namur University,37.517111,-122.284794,CA,Elite Private Universities,Private Nonprofit,,14,,www.ndnu.edu
occidental-college_CA_34.127_-118.211,Occidental College,34.127124,-118.210908,CA,Health & Medical Colleges,Private Nonprofit,39.9%,"1,844","$63,446.00",www.oxy.edu
ohlone-college_CA_37.530_-121.912,Ohlone College,37.529931,-121.911795,CA,Community Colleges,Public,,"6,958","$1,202.00",www.ohlone.edu
otis-college-of-art-and-design_CA_33.957_-118.417,Otis College of Art and Design,33.956607,-118.416615,CA,Business / Arts / Specialty Schools,Private Nonprofit,84.0%,"1,242","$55,513.00",www.otis.edu
oxnard-college_CA_34.166_-119.158,Oxnard College,34.166104,-119.157604,CA,Community Colleges,Public,,"6,059","$1,416.00",www.oxnardcollege.edu
hope-international-university_CA_33.876_-117.886,Hope International University,33.87616,-117.88573,CA,Elite Private Universities,Private Nonprofit,35.4%,549,"$36,250.00",www.hiu.edu
palo-alto-university_CA_37.382_-122.187,Palo Alto University,37.382216,-122.187437,CA,Elite Private Universities,Private Nonprofit,,19,,www.paloaltou.edu
pacific-oaks-college_CA_34.153_-118.151,Pacific Oaks College,34.153382,-118.151323,CA,Private Liberal Arts Colleges,Private Nonprofit,10.0%,346,"$33,360.00",www.pacificoaks.edu
pacific-school-of-religion_CA_37.877_-122.263,Pacific School of Religion,37.87669,-122.263155,CA,Public Regional Universities,Private Nonprofit,,,,www.psr.edu
pacific-states-university_CA_34.061_-118.298,Pacific States University,34.061315,-118.298408,CA,Elite Private Universities,Private Nonprofit,,17,"$9,810.00",www.psuca.edu
pacific-union-college_CA_38.571_-122.440,Pacific Union College,38.570585,-122.440308,CA,Private Liberal Arts Colleges,Private Nonprofit,42.5%,910,"$35,214.00",www.puc.edu
university-of-the-pacific_CA_37.981_-121.312,University of the Pacific,37.981424,-121.312301,CA,Elite Private Universities,Private Nonprofit,94.9%,"3,247","$55,340.00",www.pacific.edu
palo-verde-college_CA_33.662_-114.652,Palo Verde College,33.661538,-114.651698,CA,Community Colleges,Public,,"2,909","$1,288.00",www.paloverde.edu
pasadena-city-college_CA_34.145_-118.118,Pasadena City College,34.144552,-118.118196,CA,Community Colleges,Public,,"20,624","$1,180.00",pasadena.edu
pepperdine-university_CA_34.038_-118.707,Pepperdine University,34.037786,-118.707077,CA,Elite Private Universities,Private Nonprofit,49.9%,"3,629","$66,742.00",www.pepperdine.edu
pitzer-college_CA_34.104_-117.707,Pitzer College,34.104107,-117.706675,CA,Private Liberal Arts Colleges,Private Nonprofit,16.7%,"1,191","$62,692.00",www.pitzer.edu
point-loma-nazarene-university_CA_32.718_-117.250,Point Loma Nazarene University,32.718391,-117.250265,CA,Elite Private Universities,Private Nonprofit,81.8%,"3,132","$43,550.00",www.pointloma.edu
pomona-college_CA_34.099_-117.715,Pomona College,34.099027,-117.714556,CA,Private Liberal Arts Colleges,Private Nonprofit,6.8%,"1,638","$62,326.00",www.pomona.edu
porterville-college_CA_36.049_-119.014,Porterville College,36.049256,-119.014368,CA,Community Colleges,Public,,"2,775","$1,409.00",www.portervillecollege.edu
pardee-rand-graduate-school_CA_34.010_-118.491,Pardee RAND Graduate School,34.00973,-118.490655,CA,Public Regional Universities,Private Nonprofit,,,,www.pardeerand.edu
university-of-redlands_CA_34.064_-117.163,University of Redlands,34.064218,-117.163218,CA,Elite Private Universities,Private Nonprofit,80.9%,"2,095","$57,614.00",www.redlands.edu
college-of-the-redwoods_CA_40.698_-124.195,College of the Redwoods,40.698427,-124.195293,CA,Community Colleges,Public,,"3,514","$1,147.00",www.redwoods.edu
rio-hondo-college_CA_34.020_-118.034,Rio Hondo College,34.019821,-118.033506,CA,Community Colleges,Public,,"15,365","$1,388.00",www.riohondo.edu
riverside-city-college_CA_33.971_-117.384,Riverside City College,33.970918,-117.384323,CA,Community Colleges,Public,,"17,361","$1,420.00",www.rcc.edu
dongguk-university-los-angeles_CA_34.066_-118.290,Dongguk University Los Angeles,34.06597,-118.289523,CA,Elite Private Universities,Private Nonprofit,,4,,www.dula.edu
sacramento-city-college_CA_38.541_-121.491,Sacramento City College,38.541096,-121.491139,CA,Community Colleges,Public,,"16,952","$1,288.00",www.scc.losrios.edu
saddleback-college_CA_33.553_-117.666,Saddleback College,33.553346,-117.665584,CA,Community Colleges,Public,,"15,959","$1,432.00",www.saddleback.edu
samuel-merritt-university_CA_37.820_-122.266,Samuel Merritt University,37.82029,-122.266331,CA,Elite Private Universities,Private Nonprofit,,712,,www.samuelmerritt.edu
san-diego-city-college_CA_32.717_-117.153,San Diego City College,32.717403,-117.152733,CA,Community Colleges,Public,,"10,584","$1,150.00",www.sdcity.edu
san-diego-mesa-college_CA_32.804_-117.169,San Diego Mesa College,32.803825,-117.169165,CA,Community Colleges,Public,,"15,899","$1,150.00",www.sdmesa.edu
san-diego-miramar-college_CA_32.910_-117.120,San Diego Miramar College,32.909757,-117.120261,CA,Community Colleges,Public,,"10,740","$1,150.00",www.sdmiramar.edu
san-diego-state-university_CA_32.775_-117.071,San Diego State University,32.77525,-117.071228,CA,Public Regional Universities,Public,34.4%,"33,654","$8,290.00",www.sdsu.edu
university-of-san-diego_CA_32.771_-117.192,University of San Diego,32.770816,-117.192073,CA,Elite Private Universities,Private Nonprofit,46.8%,"5,619","$56,444.00",www.sandiego.edu
san-francisco-conservatory-of-music_CA_37.776_-122.420,San Francisco Conservatory of Music,37.775543,-122.420292,CA,Business / Arts / Specialty Schools,Private Nonprofit,51.9%,215,"$54,550.00",sfcm.edu
